protein,deltaG,pred_deltaG,ddG,pred_ddG
6EWT,4.158996,0.23267913,-0.008852005,0.0596852
6EWT,1.1047347,-2.0748198,-3.0631135,-2.2478137
6EWT,1.3484032,-2.160886,-2.819445,-2.33388
6EWT,0.83042055,-2.026118,-3.3374276,-2.199112
6EWT,1.2167653,-2.2705112,-2.9510827,-2.443505
6EWT,1.2759875,-1.6911693,-2.8918605,-1.8641632
6EWT,0.94499236,-3.0499969,-3.2228558,-3.2229908
6EWT,1.006882,-2.5685706,-3.1609662,-2.7415645
6EWT,1.9651688,-1.3641055,-2.2026792,-1.5370994
6EWT,1.0390878,-2.2389803,-3.1287603,-2.4119742
6EWT,2.3382897,-1.2312498,-1.8295584,-1.4042437
6EWT,1.21051,-2.87523,-2.957338,-3.048224
6EWT,2.4229362,-0.5628698,-1.7449119,-0.7358637
6EWT,3.4321046,-0.03923446,-0.7357435,-0.21222839
6EWT,4.202749,-0.09240842,0.034900665,-0.26540235
6EWT,2.1326602,-0.38228846,-2.035188,-0.55528235
6EWT,1.896818,-0.9838846,-2.27103,-1.1568785
6EWT,3.4768918,-0.3754123,-0.69095635,-0.54840624
6EWT,2.8346608,-1.2680757,-1.3331873,-1.4410696
6EWT,1.9332936,-0.82987374,-2.2345545,-1.0028677
6EWT,2.5988264,-1.4828184,-1.5690217,-1.6558123
6EWT,2.8230379,-1.4354045,-1.3448102,-1.6083984
6EWT,2.9414127,-0.8189388,-1.2264354,-0.99193275
6EWT,2.663693,-1.4994173,-1.5041552,-1.6724112
6EWT,2.952885,-0.68532366,-1.2149632,-0.8583176
6EWT,2.6789162,-1.3181115,-1.4889319,-1.4911054
6EWT,2.6516747,-1.3163674,-1.5161734,-1.4893613
6EWT,3.0177948,-0.3542454,-1.1500533,-0.5272393
6EWT,3.302034,-0.13407195,-0.8658142,-0.30706587
6EWT,3.097106,-0.93105257,-1.0707421,-1.1040465
6EWT,2.7374177,-1.4511862,-1.4304304,-1.6241801
6EWT,2.2143369,-1.759762,-1.9535112,-1.932756
6EWT,2.4156103,-1.4389764,-1.7522378,-1.6119703
6EWT,2.214529,-1.803618,-1.9533191,-1.9766119
6EWT,2.0882638,-1.5537848,-2.0795844,-1.7267787
6EWT,1.7030787,-1.3976595,-2.4647694,-1.5706534
6EWT,1.7697712,-1.6524401,-2.398077,-1.825434
6EWT,1.8321663,-1.8190501,-2.335682,-1.992044
6EWT,2.549504,-0.7525251,-1.6183441,-0.925519
6EWT,4.4405303,0.36351907,0.2726822,0.19052514
6EWT,4.3396583,0.2285285,0.17181015,0.05553457
6EWT,4.2397833,0.067121446,0.07193518,-0.10587248
6EWT,4.3277154,-0.009924322,0.15986729,-0.18291825
6EWT,4.2084036,0.22424114,0.040555477,0.05124721
6EWT,4.177904,-0.041823924,0.010056019,-0.21481785
6EWT,4.0847187,-0.030540228,-0.083129406,-0.20353416
6EWT,4.043969,0.20120922,-0.123878956,0.02821529
6EWT,4.4039116,0.26858616,0.23606348,0.09559223
6EWT,3.9682403,-0.3857221,-0.19960785,-0.55871606
6EWT,4.402647,-0.032471478,0.23479891,-0.2054654
6EWT,4.406694,0.21991223,0.23884583,0.046918303
6EWT,4.3766165,0.15715122,0.20876837,-0.015842706
6EWT,4.3329177,0.13538426,0.16506958,-0.037609667
6EWT,4.1327286,-0.086490095,-0.035119534,-0.25948402
6EWT,4.253609,-0.020619512,0.08576107,-0.19361344
6EWT,4.2419214,-0.26268515,0.074073315,-0.43567908
6EWT,4.3638806,0.4724813,0.19603252,0.29948738
6EWT,4.330261,0.11376932,0.16241312,-0.059224606
6EWT,4.0658627,-0.051861048,-0.101985455,-0.22485498
6EWT,3.9166713,-0.0012050867,-0.25117683,-0.17419901
6EWT,4.240341,0.23983079,0.07249308,0.066836864
6EWT,4.0097604,0.06228295,-0.15808773,-0.11071098
6EWT,3.8268266,-0.309397,-0.34102154,-0.48239094
6EWT,3.8357282,-0.10417682,-0.33211994,-0.27717075
6EWT,4.0046487,-0.22169456,-0.16319942,-0.3946885
6EWT,4.015821,-0.067420155,-0.15202713,-0.24041408
6EWT,4.1114016,0.01594749,-0.056446552,-0.15704644
6EWT,3.9028285,-0.29681522,-0.26501966,-0.46980914
6EWT,3.7565484,-0.67248935,-0.4112997,-0.8454833
6EWT,3.6181476,-0.5557843,-0.5497005,-0.72877824
6EWT,3.8067043,-0.29686034,-0.36114383,-0.46985427
6EWT,3.8427045,-0.3650332,-0.32514358,-0.53802717
6EWT,3.901739,0.7657582,-0.26610923,0.59276426
6EWT,4.288811,0.0966571,0.1209631,-0.07633683
6EWT,3.8719108,-0.25619102,-0.2959373,-0.42918494
6EWT,3.3346643,-0.86902964,-0.83318377,-1.0420235
6EWT,3.557468,0.20376295,-0.6103802,0.03076902
6EWT,2.628172,-1.6023475,-1.5396762,-1.7753414
6EWT,0.9222805,-2.51649,-3.2455676,-2.689484
6EWT,1.8504442,-3.2020772,-2.3174038,-3.375071
6EWT,1.8824141,-2.1945548,-2.285434,-2.3675487
6EWT,1.2806629,-3.0489225,-2.887185,-3.2219164
6EWT,2.1551113,-1.9050326,-2.0127368,-2.0780265
6EWT,2.356875,-1.5467203,-1.8109732,-1.7197142
6EWT,2.9609287,-1.574177,-1.2069194,-1.7471709
6EWT,2.5210798,-2.9143834,-1.6467683,-3.0873773
6EWT,2.4703312,-1.7196918,-1.6975169,-1.8926857
6EWT,0.94570065,-3.6711173,-3.2221475,-3.8441112
6EWT,4.40973,-0.7202526,0.24188185,-0.89324653
6EWT,3.102515,-0.33388367,-1.0653331,-0.5068776
6EWT,3.2717876,-0.14269549,-0.89606047,-0.3156894
6EWT,3.5327907,0.037693292,-0.63505745,-0.13530064
6EWT,3.28329,-1.145982,-0.8845582,-1.3189759
6EWT,3.6259544,-0.36833546,-0.5418937,-0.5413294
6EWT,0.95076776,-4.6041627,-3.2170804,-4.777157
6EWT,2.9743695,-1.4300153,-1.1934786,-1.6030092
6EWT,3.3005834,-0.73881847,-0.86726475,-0.9118124
6EWT,3.2777922,-0.5627505,-0.8900559,-0.7357445
6EWT,2.1917186,-1.7451239,-1.9761295,-1.9181178
6EWT,3.0046532,-1.1734579,-1.1631949,-1.3464518
6EWT,1.766249,-1.4782315,-2.4015992,-1.6512254
6EWT,3.2384348,-0.9151722,-0.9294133,-1.0881661
6EWT,3.1706512,-1.0586245,-0.9971969,-1.2316184
6EWT,2.95135,-1.5773761,-1.2164981,-1.75037
6EWT,2.729033,-1.8689598,-1.4388151,-2.0419538
6EWT,3.0401895,-0.8758863,-1.1276586,-1.0488802
6EWT,1.798437,-2.0525181,-2.369411,-2.225512
6EWT,4.178751,-0.34252837,0.010902882,-0.5155223
6EWT,3.7115614,-0.19359073,-0.45628667,-0.36658466
6EWT,4.283168,0.08987731,0.11531973,-0.08311662
6EWT,3.6921465,0.0023727417,-0.47570157,-0.17062119
6EWT,3.6936376,-0.48217928,-0.4742105,-0.6551732
6EWT,3.860481,-0.6268691,-0.3073671,-0.799863
6EWT,2.0270216,-4.692601,-2.1408265,-4.8655953
6EWT,4.0109425,-0.8831125,-0.15690565,-1.0561064
6EWT,4.035838,0.013566256,-0.13200998,-0.15942767
6EWT,3.9060812,0.021825135,-0.2617669,-0.1511688
6EWT,3.6963263,-0.386095,-0.47152185,-0.55908895
6EWT,3.8992424,-0.048452526,-0.2686057,-0.22144645
6EWT,3.9888458,-0.2967554,-0.17900229,-0.46974933
6EWT,3.829055,-0.2987706,-0.33879304,-0.47176453
6EWT,3.7739742,-0.2660421,-0.39387393,-0.43903604
6EWT,3.6686563,-0.3799128,-0.49919176,-0.55290675
6EWT,4.101506,0.05000305,-0.06634188,-0.12299088
6EWT,3.2159228,-0.99690396,-0.9519253,-1.1698979
6EWT,3.943287,-0.3846854,-0.22456121,-0.5576793
6EWT,3.9987857,-0.3547014,-0.16906238,-0.5276953
6EWT,3.6902964,-0.5303032,-0.4775517,-0.70329714
6EWT,3.8496625,-0.43369046,-0.31818557,-0.6066844
6EWT,3.9285696,-0.5479887,-0.23927855,-0.7209827
6EWT,3.8178914,-0.50257075,-0.34995675,-0.67556465
6EWT,3.7398236,-0.82481575,-0.42802453,-0.99780965
6EWT,1.6083163,-2.0394168,-2.5595317,-2.2124107
6EWT,3.5993457,-0.13039976,-0.5685024,-0.3033937
6EWT,4.228703,0.44315332,0.06085491,0.2701594
6EWT,3.540371,-0.41421673,-0.62747717,-0.58721066
6EWT,3.638358,-0.2498365,-0.52949,-0.42283043
6EWT,3.827918,-0.43093693,-0.33993006,-0.60393083
6EWT,3.8285072,0.19947502,-0.33934093,0.026481092
6EWT,4.1994987,0.2744774,0.031650543,0.101483464
6EWT,4.3236585,0.086256266,0.15581036,-0.08673766
6EWT,3.9138348,-0.06670654,-0.2540133,-0.23970047
6EWT,3.8223581,0.64464563,-0.34548998,0.4716517
6EWT,2.8078098,-0.7671651,-1.3600383,-0.9401591
6EWT,4.415198,0.2268799,0.24734974,0.053885967
6EWT,4.6594257,0.58702457,0.49157763,0.41403064
6EWT,4.477322,0.25685313,0.309474,0.083859205
6EWT,4.471896,0.40162128,0.30404806,0.22862735
6EWT,3.0986946,0.31808335,-1.0691535,0.14508942
6EWT,3.944257,0.37383273,-0.22359109,0.2008388
6EWT,4.033424,0.2947876,-0.13442421,0.12179366
6EWT,1.3374497,-1.5355163,-2.8303986,-1.7085102
6EWT,4.7291756,0.37759483,0.56132746,0.2046009
6EWT,1.5890365,-3.885903,-2.5788116,-4.058897
6EWT,1.2653489,-2.2319946,-2.9024992,-2.4049885
6EWT,0.54117036,-2.9696627,-3.6266778,-3.1426566
6EWT,1.458014,-1.0970577,-2.709834,-1.2700516
6EWT,-0.17495124,-3.515366,-4.342799,-3.68836
6EWT,3.3715217,0.45027083,-0.7963264,0.2772769
6EWT,3.4284923,1.2961546,-0.7393558,1.1231607
6EWT,2.8743792,0.35007638,-1.293469,0.17708245
6EWT,3.8017154,1.0969794,-0.36613274,0.9239855
6EWT,2.3975253,-0.9645178,-1.7703228,-1.1375117
6EWT,3.7060869,0.64965796,-0.46176124,0.47666404
6EWT,2.388088,-0.25997046,-1.7797601,-0.43296438
6EWT,4.1753597,0.34998083,0.0075116158,0.1769869
6EWT,4.48596,0.5180639,0.3181119,0.34506997
6EWT,4.2368336,0.27763304,0.06898546,0.10463911
6EWT,4.077883,0.09358409,-0.08996534,-0.07940984
6EWT,4.1782866,0.055393547,0.010438442,-0.11760038
6EWT,4.6545353,0.19038314,0.48668718,0.017389208
6EWT,4.065849,-0.105151206,-0.10199928,-0.27814513
6EWT,4.262162,-0.031817853,0.0943141,-0.20481178
6EWT,4.4072213,0.21753156,0.2393732,0.044537634
6EWT,3.7452068,-0.52837276,-0.42264128,-0.70136666
6EWT,4.405587,-0.040067613,0.23773909,-0.21306154
6EWT,4.412847,0.20369399,0.24499893,0.030700058
6EWT,4.0820537,-0.14212301,-0.08579445,-0.31511694
6EWT,4.399541,0.066829085,0.23169279,-0.10616484
6EWT,4.150986,-0.35747826,-0.016861916,-0.53047216
6EWT,4.3125887,0.16905275,0.14474058,-0.0039411783
6EWT,4.1580143,-0.32224578,-0.009833813,-0.4952397
6EWT,0.27507707,-2.4362488,-3.892771,-2.6092427
6EWT,4.431703,-0.020259202,0.26385498,-0.19325313
6EWT,4.104522,-0.214982,-0.06332588,-0.38797593
6EWT,4.050708,0.023974001,-0.11714029,-0.14901993
6EWT,3.9834037,-0.19801247,-0.18444443,-0.3710064
6EWT,3.5094697,-0.71405923,-0.65837836,-0.88705313
6EWT,4.471356,0.15850663,0.3035078,-0.014487296
6EWT,4.280238,0.25471523,0.11239004,0.081721306
6EWT,4.2774777,-0.03581673,0.10962963,-0.20881066
6EWT,4.0268245,-0.12123096,-0.14102364,-0.2942249
6EWT,4.461906,0.19274455,0.29405785,0.019750625
6EWT,3.1825004,-1.108331,-0.98534775,-1.2813249
6EWT,4.42405,-0.1270746,0.25620174,-0.30006853
6EWT,4.4552875,0.038138688,0.28743935,-0.13485524
6EWT,4.2085013,-0.21921587,0.04065323,-0.3922098
6EWT,4.3147955,-0.080744445,0.14694738,-0.25373837
6EWT,3.7118344,-0.5792868,-0.45601368,-0.7522807
6EWT,4.0831494,-0.38776,-0.08469868,-0.56075394
6EWT,3.9644709,-0.557855,-0.20337725,-0.7308489
6EWT,1.5832014,-1.5397998,-2.5846467,-1.7127937
6EWT,3.4433622,-0.013975315,-0.7244859,-0.18696925
6EWT,2.892037,-0.8306618,-1.2758112,-1.0036557
6EWT,1.6022687,-1.5416518,-2.5655794,-1.7146457
6EWT,3.9983413,-0.31959462,-0.16950679,-0.49258855
6EWT,1.1508662,-1.932174,-3.016982,-2.1051679
6EWT,3.368913,-0.55490667,-0.7989352,-0.7279006
6EWT,2.9509923,-0.84558034,-1.2168558,-1.0185742
6EWT,2.2645295,-0.74324477,-1.9033186,-0.91623867
6EWT,3.1154184,-0.66318643,-1.0524297,-0.8361803
6EWT,3.2697341,0.060040057,-0.89811397,-0.11295387
6EWT,1.5613093,-1.3071039,-2.6065388,-1.4800978
6EWT,3.6772861,-0.4072427,-0.49056196,-0.5802366
6EWT,2.8750784,-0.054836184,-1.2927697,-0.22783011
6EWT,2.7812498,-0.12210438,-1.3865983,-0.2950983
6EWT,2.7147913,-0.24303694,-1.4530568,-0.41603088
6EWT,4.252012,-0.17375305,0.084163666,-0.34674698
6EWT,4.6531625,0.26167715,0.48531437,0.08868322
6EWT,4.293822,-0.13955477,0.1259737,-0.3125487
6EWT,-0.47793743,-3.9093792,-4.6457853,-4.082373
6EWT,3.4166121,0.028167188,-0.75123596,-0.14482674
6EWT,4.4643817,0.33476833,0.29653358,0.1617744
6EWT,4.6270623,0.2604115,0.4592142,0.08741757
6EWT,4.285707,-0.52379,0.11785889,-0.6967839
6EWT,4.2952633,0.1068849,0.12741518,-0.06610903
6EWT,3.757685,-0.95597756,-0.41016316,-1.1289715
6EWT,4.4005094,0.24016625,0.23266125,0.06717232
6EWT,4.39204,0.011557817,0.22419167,-0.16143611
6EWT,4.234597,0.101670146,0.066749096,-0.07132378
6EWT,4.3965726,0.44673184,0.22872448,0.2737379
6EWT,3.6979644,-0.048813105,-0.46988368,-0.22180703
6EWT,4.826773,0.07781315,0.65892506,-0.09518078
6EWT,4.776334,0.32148856,0.6084857,0.14849463
6EWT,4.7021465,0.065570116,0.5342984,-0.10742381
6EWT,4.718724,0.16396117,0.55087566,-0.009032756
6EWT,4.643068,0.17538482,0.47521973,0.0023908913
6EWT,4.9008403,0.500373,0.7329922,0.32737908
6EWT,4.1681476,0.2396676,0.00029945374,0.066673666
6EWT,1.6066741,-1.3063043,-2.561174,-1.4792982
6EWT,4.4189844,0.20510304,0.2511363,0.03210911
6EWT,3.9998963,-0.22746313,-0.16795182,-0.40045705
6EWT,3.7195144,-0.3028493,-0.44833374,-0.47584322
6EWT,3.5630128,-0.45383036,-0.6048353,-0.62682426
6EWT,4.200062,-0.07343951,0.032213688,-0.24643344
6EWT,3.7535846,-0.56396526,-0.4142635,-0.7369592
6EWT,3.8857152,-0.4182577,-0.28213286,-0.5912516
6EWT,3.753028,-0.45907056,-0.4148202,-0.63206446
6EWT,3.681793,-0.3957352,-0.48605514,-0.56872916
6EWT,4.040156,-0.23735216,-0.12769222,-0.4103461
6EWT,3.3046985,-0.76005065,-0.86314964,-0.93304455
6EWT,3.6892116,-0.70365685,-0.4786365,-0.8766508
6EWT,3.723106,-0.5919755,-0.4447422,-0.76496947
6EWT,3.6864567,-0.7768066,-0.48139143,-0.9498005
6EWT,3.4871302,-0.7701404,-0.68071795,-0.9431343
6EWT,3.82577,-0.80399567,-0.3420782,-0.9769896
6EWT,3.6866755,-0.7812853,-0.48117256,-0.9542792
6EWT,3.7737725,-1.0166752,-0.39407563,-1.1896691
6EWT,2.8293493,-1.0880556,-1.3384988,-1.2610495
6EWT,3.7428446,-0.4161653,-0.42500353,-0.58915925
6EWT,3.8751361,-0.3810882,-0.29271197,-0.55408216
6EWT,2.9323394,-0.9330144,-1.2355087,-1.1060083
6EWT,3.0718288,-0.68161845,-1.0960193,-0.85461235
6EWT,3.799253,-0.113021314,-0.36859512,-0.28601524
6EWT,3.1772242,-1.3409731,-0.99062395,-1.513967
6EWT,3.2863705,-1.1821451,-0.8814776,-1.355139
6EWT,3.2295709,-0.6551595,-0.93827724,-0.8281534
6EWT,3.7088811,-0.6655869,-0.45896697,-0.83858085
6EWT,4.1973414,-0.08269492,0.029493332,-0.25568885
6EWT,3.041869,-1.1305134,-1.1259792,-1.3035073
6EWT,4.3656454,-0.52775973,0.1977973,-0.7007537
6EWT,4.0625386,-0.41259944,-0.10530949,-0.58559334
6EWT,3.717198,-0.5092502,-0.45065022,-0.6822442
6EWT,4.021725,-0.51218873,-0.14612293,-0.6851827
6EWT,2.5408618,0.0019063652,-1.6269863,-0.17108756
6EWT,3.087472,-0.2648819,-1.0803761,-0.43787584
6EWT,3.0013924,-0.42044467,-1.1664557,-0.5934386
6EWT,2.827995,-1.9954212,-1.339853,-2.168415
6EWT,3.525988,-0.32437828,-0.64186,-0.4973722
6EWT,-0.10285972,-1.970719,-4.2707076,-2.143713
6EWT,2.0938401,-1.0854107,-2.074008,-1.2584046
6EWT,2.9690647,-0.1850282,-1.1987834,-0.35802212
6EWT,4.4921165,0.1484915,0.32426834,-0.024502426
6EWT,-0.7750955,-0.90759027,-4.9429436,-1.0805842
6EWT,-0.00087052817,-0.3544092,-4.168719,-0.5274031
6EWT,0.10132314,-1.4756966,-4.066525,-1.6486905
6EWT,2.0665023,-0.98469245,-2.1013458,-1.1576864
6EWT,1.9557122,-0.76940954,-2.2121358,-0.94240344
6EWT,0.8644953,-1.6487465,-3.3033528,-1.8217404
6EWT,2.0584252,-1.218732,-2.109423,-1.3917259
6EWT,-0.25887552,-1.8624778,-4.4267235,-2.0354717
6EWT,1.6477705,-1.42235,-2.5200777,-1.595344
6EWT,2.3563683,-1.5835733,-1.8114798,-1.7565672
6EWT,2.3830042,-1.14909,-1.7848439,-1.322084
6EWT,1.4198117,-1.660882,-2.7480364,-1.8338759
6EWT,1.6521449,-1.1758758,-2.5157032,-1.3488697
6EWT,0.35626733,-2.5323677,-3.8115807,-2.7053616
6EWT,3.3130372,-0.43922526,-0.85481095,-0.6122192
6EWT,3.440243,0.15929258,-0.7276051,-0.0137013495
6EWT,3.416579,-0.34385955,-0.7512691,-0.51685345
6EWT,2.5727208,-0.87801594,-1.5951273,-1.0510099
6EWT,2.9911118,-0.6767001,-1.1767364,-0.849694
6EWT,3.1851497,-0.7726866,-0.98269844,-0.9456805
6EWT,2.6501215,-0.71949434,-1.5177267,-0.89248824
6EWT,4.1556726,-0.13158247,-0.01217556,-0.3045764
6EWT,4.4831724,0.19510949,0.3153243,0.022115558
6EWT,4.0381346,-0.097192556,-0.12971354,-0.27018648
6EWT,3.9742925,-0.336508,-0.1935556,-0.50950193
6EWT,4.0312886,-0.34923893,-0.13655949,-0.5222329
6EWT,3.8266525,-0.29579365,-0.34119558,-0.46878758
6EWT,4.1577682,-0.20016208,-0.010079861,-0.373156
6EWT,4.0017195,-0.3535338,-0.16612864,-0.52652776
6EWT,4.3033257,0.034981728,0.13547754,-0.1380122
6EWT,3.2871854,-0.8792249,-0.8806627,-1.0522188
6EWT,3.7759926,-0.33682048,-0.39185548,-0.5098144
6EWT,4.2838097,-0.42991823,0.11596155,-0.6029122
6EWT,4.091606,-0.42098856,-0.07624197,-0.59398246
6EWT,4.0386295,-0.35166132,-0.12921858,-0.5246552
6EWT,4.329679,-0.10763678,0.1618309,-0.2806307
6EWT,4.1652126,-0.37792087,-0.002635479,-0.55091476
6EWT,4.1175146,-0.6303066,-0.0503335,-0.8033005
6EWT,1.9189751,-2.0623908,-2.248873,-2.2353847
6EWT,3.610231,-0.32485688,-0.5576172,-0.4978508
6EWT,1.0870439,-1.2141242,-3.0808043,-1.3871181
6EWT,1.2417846,-1.1433651,-2.9260635,-1.316359
6EWT,0.72622764,-1.8681074,-3.4416203,-2.0411015
6EWT,3.2480662,-0.9296299,-0.9197819,-1.1026238
6EWT,0.81728905,-1.1346319,-3.350559,-1.3076258
6EWT,0.59372944,-1.3236475,-3.5741186,-1.4966414
6EWT,1.1991378,-0.6796471,-2.9687104,-0.852641
6EWT,0.8841816,-1.3306842,-3.2836666,-1.5036781
6EWT,1.4545196,0.055795133,-2.7133284,-0.117198795
6EWT,2.131392,-0.20781723,-2.036456,-0.38081115
6EWT,2.8035398,0.34543812,-1.3643084,0.1724442
6EWT,1.7105638,-0.23641711,-2.4572845,-0.40941104
6EWT,1.9872581,0.114497125,-2.1805902,-0.058496803
6EWT,3.861218,0.099381,-0.30663013,-0.07361293
6EWT,4.669682,0.3733722,0.5018339,0.20037827
6EWT,1.4613491,-0.39263308,-2.706499,-0.565627
6EWT,-0.3874261,-2.4095726,-4.555274,-2.5825665
6EWT,-0.80694455,-3.1708715,-4.9747925,-3.3438654
6EWT,-0.29184693,-2.857771,-4.459695,-3.0307648
6EWT,-0.5353924,-2.113998,-4.7032404,-2.2869918
6EWT,-0.4400382,-1.2602615,-4.6078863,-1.4332554
6EWT,2.2331033,-0.7179148,-1.9347448,-0.8909087
6EWT,1.478454,-0.35874128,-2.689394,-0.5317352
6EWT,3.2479262,0.17872995,-0.9199219,0.005736023
6EWT,0.6099767,-1.1184213,-3.5578713,-1.2914152
6EWT,1.116417,-1.1772504,-3.0514312,-1.3502443
6EWT,3.1702652,-0.5844078,-0.9975829,-0.7574017
6EWT,1.244318,-0.81384194,-2.92353,-0.98683584
6EWT,3.9671986,0.20470172,-0.2006495,0.031707793
6EWT,3.509644,0.21048069,-0.6582041,0.03748676
6EWT,4.0385528,0.21035281,-0.12929535,0.03735888
6EWT,3.4457753,-0.114738464,-0.72207284,-0.2877324
6EWT,2.9716017,-0.03696227,-1.1962464,-0.2099562
6EWT,4.088408,-0.0611611,-0.07944012,-0.23415503
6EWT,4.2923794,-0.08967373,0.12453127,-0.26266766
6EWT,4.1076417,0.047498822,-0.060206413,-0.1254951
6EWT,3.390673,0.14731914,-0.7771752,-0.02567479
6EWT,3.5210032,-0.43826365,-0.64684486,-0.61125755
6EWT,4.323248,0.2800669,0.1553998,0.10707298
6EWT,4.322641,0.35361394,0.15479279,0.18062001
6EWT,4.111218,0.1079472,-0.056630135,-0.06504673
6EWT,4.2586007,0.2695579,0.0907526,0.096563965
6EWT,3.3288803,-0.15860507,-0.8389678,-0.331599
6EWT,3.4802961,-0.009052277,-0.687552,-0.1820462
6EWT,3.3217328,-0.17643479,-0.84611535,-0.3494287
6EWT,1.5424635,-2.175442,-2.6253846,-2.3484359
6EWT,3.751128,0.25133234,-0.41672015,0.078338414
6EWT,4.0943575,0.11100125,-0.07349062,-0.061992675
6EWT,4.1292014,0.050459087,-0.038646698,-0.12253484
6EWT,3.9534104,-0.05847454,-0.21443772,-0.23146847
6EWT,3.8329225,-0.2049784,-0.33492565,-0.37797233
6EWT,4.5021963,-0.01328665,0.3343482,-0.18628058
6EWT,4.3168263,-0.07105258,0.14897823,-0.24404651
6EWT,3.9869075,0.09560946,-0.18094063,-0.07738447
6EWT,4.3879557,0.2918476,0.22010756,0.11885366
6EWT,4.4791594,0.16911054,0.31131124,-0.0038833916
6EWT,4.098472,0.021866918,-0.06937599,-0.15112701
6EWT,4.321403,0.053062856,0.15355492,-0.11993107
6EWT,4.1028366,0.057754815,-0.0650115,-0.11523911
6EWT,3.7793386,-0.20139396,-0.3885095,-0.3743879
6EWT,3.711806,-0.13539451,-0.45604205,-0.30838844
6EWT,4.168283,0.29937732,0.0004348755,0.1263834
6EWT,4.052051,0.055427134,-0.11579704,-0.117566794
6EWT,3.8879426,-0.086880445,-0.27990556,-0.25987437
6EWT,3.4427788,-1.4500287,-0.7250693,-1.6230226
6EWT,4.167066,0.20609695,-0.00078201294,0.03310302
6EWT,4.2197003,-0.25132427,0.051852226,-0.4243182
6EWT,3.959485,-0.44519815,-0.20836306,-0.6181921
6EWT,4.202134,-0.46873927,0.034286022,-0.64173317
6EWT,4.1030636,-0.22215214,-0.06478453,-0.39514607
6EWT,3.710353,-0.5670346,-0.4574952,-0.7400285
6EWT,4.305673,-0.4819232,0.13782501,-0.6549171
6EWT,4.0050626,-0.70796376,-0.16278553,-0.8809577
6EWT,3.9797726,-0.44915506,-0.18807554,-0.622149
6EWT,4.1768885,-0.4361379,0.009040356,-0.6091318
6EWT,3.9737942,-0.43453503,-0.19405389,-0.6075289
6EWT,3.899157,-0.49663812,-0.26869106,-0.6696321
6EWT,4.164277,-0.08962643,-0.0035710335,-0.26262036
6EWT,4.2945943,-0.20560959,0.12674618,-0.37860352
6EWT,3.984089,-0.07817942,-0.18375921,-0.25117335
6EWT,4.097876,0.08875221,-0.06997204,-0.08424172
6EWT,4.1479344,0.12089911,-0.019913673,-0.052094817
6EWT,4.190831,0.055148274,0.022983074,-0.117845654
6EWT,3.8283138,-0.5547442,-0.33953428,-0.72773814
6EWT,3.9307811,0.03150928,-0.23706698,-0.14148465
6EWT,4.755123,0.054433763,0.587275,-0.118560165
6EWT,4.3740444,-2.9802322e-06,0.20619631,-0.17299691
6EWT,4.285433,-0.027102113,0.117584705,-0.20009604
6EWT,4.2120204,0.11925483,0.044172287,-0.0537391
6EWT,4.2020745,0.14162076,0.034226418,-0.031373173
6EWT,4.5189133,0.010341108,0.35106516,-0.16265282
6EWT,4.378195,0.036075234,0.2103467,-0.1369187
6EWT,4.512302,0.022426784,0.3444538,-0.15056714
6EWT,4.420966,0.14898479,0.25311804,-0.024009138
6EWT,4.1772885,0.26561907,0.009440422,0.09262514
6EWT,4.262567,0.0959039,0.09471893,-0.077090025
6EWT,4.196989,0.16289267,0.02914095,-0.010101259
6EWT,4.2186117,-0.26222077,0.050763607,-0.4352147
6EWT,4.135511,0.310036,-0.03233719,0.13704208
6EWT,4.19977,0.22204727,0.031921864,0.04905334
6EWT,4.1624184,0.18116021,-0.0054297447,0.008166283
6EWT,4.2503333,0.107712984,0.0824852,-0.065280944
6EWT,4.308483,0.13905448,0.14063501,-0.03393945
6EWT,4.5047107,0.13168383,0.33686256,-0.0413101
6EWT,4.2066483,0.04462096,0.03880024,-0.12837297
6EWT,4.312319,0.21558115,0.14447069,0.04258722
6EWT,4.2735524,0.19645497,0.10570431,0.023461044
6EWT,4.18714,0.07458466,0.019291878,-0.098409265
6EWT,4.3671074,0.19435441,0.19925928,0.021360487
6EWT,4.255708,0.23248398,0.08786011,0.059490055
6EWT,4.332615,0.18215153,0.16476679,0.009157598
6EWT,4.363381,0.032635212,0.1955328,-0.14035872
6EWT,4.191776,0.4202303,0.023927689,0.24723637
6EWS,3.50917,-0.62013197,0.0,0.0
6EWS,3.5711162,-0.62013197,0.061946154,0.0
6EWS,3.5103426,-0.62013197,0.0011725426,0.0
6EWS,3.6407213,-0.62013197,0.13155127,0.0
6EWS,3.5523787,-0.62013197,0.0432086,0.0
6EWS,1.9006413,-1.2877895,-1.6085287,-0.6676575
6EWS,1.1705747,-1.7857276,-2.3385954,-1.1655957
6EWS,1.7274288,-1.4333451,-1.7817413,-0.8132131
6EWS,1.8088151,-1.2722843,-1.7003549,-0.6521523
6EWS,1.1080066,-1.9866993,-2.4011636,-1.3665674
6EWS,2.7779267,-0.52871877,-0.7312434,0.0914132
6EWS,1.8740191,-1.4949229,-1.6351509,-0.8747909
6EWS,1.8721769,-1.2872539,-1.6369932,-0.6671219
6EWS,1.8392211,-1.2603374,-1.6699489,-0.6402054
6EWS,1.6114014,-1.4086497,-1.8977686,-0.7885177
6EWS,1.8389723,-0.9680722,-1.6701977,-0.3479402
6EWS,2.0709422,-1.3143456,-1.4382279,-0.6942136
